dates,names,monthly_listeners,popularity,followers,genres,first_release_year,last_release_year,playlists_found
2024-04-05,yuqi,3738546.0,61,516151,,2021,2024,Satang Mix (사탕 믹스)
2024-04-05,coherent energy,342022.0,46,1411,,2020,2024,DayDreamer
2024-04-05,kamasi washington,1369196.0,54,445620,"afrofuturism, contemporary jazz, indie soul, jazz, jazz saxophone",2015,2024,New Music Friday
2024-04-05,cardo,487392.0,52,21308,,2011,2023,Westside Story
2024-04-05,apotech,290059.0,41,413,,2021,2024,Chill Tracks
2024-04-05,tom odell,26647676.0,77,3752147,chill pop,2013,2024,Pop Right Now
2024-04-05,hata som lejon,2712.0,14,761,trallpunk,2013,2024,Svensk Punk
2024-04-05,gentleman,1080669.0,55,471491,"cologne hip hop, german hip hop, german reggae, reggae fusion",1999,2023,Summer Sunshine Reggae
2024-04-05,jack kelly,310465.0,41,3581,,2020,2023,Chill Tracks
2024-04-05,leah culver,55713.0,43,7170,pop edm,2019,2023,Dubstep Don
2024-04-05,shenseea,3828522.0,64,703812,"dancehall, dancehall queen",2021,2024,Summer Vibes
2024-04-05,klangkarussell,3513517.0,60,405708,"austrian pop, deep euro house",2014,2024,Chill Tracks
2024-04-05,teedra moses,1005950.0,50,184670,neo soul,2004,2024,Alternative Hip-Hop
2024-04-05,aia,24207.0,24,83,,2023,2023,30 km/h
2024-04-05,chappell roan,3180826.0,71,322271,"indie pop, springfield mo indie",2017,2024,Pop Right Now
2024-04-05,sarettii,632358.0,56,62684,"swedish hip hop, swedish trap pop",2020,2024,100
2024-04-05,fontella bass,1055573.0,50,38786,"chicago soul, classic soul, rhythm and blues, soul",1966,2019,Great Female Voices
2024-04-05,spinabenz,420932.0,46,123406,"florida drill, florida rap",2019,2024,Most Necessary
2024-04-05,bonnie x clyde,891354.0,51,68208,electra,2020,2024,New Dance Pop
2024-04-05,mau p,5189110.0,64,90037,tech house,2022,2024,mint
2024-04-05,quinn xcii,3295497.0,64,778341,indie pop rap,2016,2024,Good Vibes
2024-04-05,jake scott,1665288.0,57,195421,"indiecoustica, singer-songwriter pop",2015,2024,Wild Country
2024-04-05,jaylen sharise,147066.0,37,69,,2022,2023,Stress Relief
2024-04-05,gregory isaacs,1992281.0,57,682451,"lovers rock, reggae, roots reggae",2019,2024,Summer Sunshine Reggae
2024-04-05,karina gauvin,33923.0,26,3832,"classical soprano, opera",1999,2021,Classical New Releases
2024-04-05,stoto,359466.0,45,37727,groove room,2020,2024,Deep House Relax
2024-04-05,roman alexander,261696.0,42,22664,"country pop, modern country pop",2020,2024,Country by the Grace of God
2024-04-05,memba,863690.0,51,88020,"indian edm, traprun, vapor twitch",2019,2024,creamy
2024-04-05,reinhard krause,523875.0,47,184,,2021,2023,Musical Therapy
2024-04-05,richard strauss,958732.0,53,246326,"classical, german romanticism, post-romantic era",2023,2024,Classical New Releases
2024-04-05,las almas nuevas,218724.0,42,892,chill guitar,2020,2024,Peaceful Guitar
2024-04-05,lion babe,544484.0,47,209538,"alternative r&b, indie soul",2016,2024,New Music Friday Dance
2024-04-05,bo bruce,160393.0,42,7936,vocal trance,2016,2023,Trance Mission
2024-04-05,maria healy,54269.0,30,4764,"tech trance, uplifting trance",2017,2024,Trance Mission
2024-04-05,friko,131926.0,41,13960,,2019,2024,New Noise
2024-04-05,selena gomez,46570595.0,82,48716612,"pop, post-teen pop",2013,2024,Daily Lift
2024-04-05,kembe x,552808.0,49,41602,"indie hip hop, underground hip hop",2013,2024,Alternative Hip-Hop
2024-04-05,fahda mohamed,23842.0,26,57,,2021,2024,DayDreamer
2024-04-05,boaboa,301864.0,40,1339,,2022,2024,Nasty Bits
2024-04-05,daniel norgren,429960.0,48,112743,"swedish americana, swedish singer-songwriter",2008,2023,Nordic Folk
2024-04-05,oscar roland,217785.0,42,343,chill guitar,2020,2024,Peaceful Guitar
2024-04-05,marlhy,353433.0,44,12142,,2022,2024,Nasty Bits
2024-04-05,korslagda kukar,13883.0,25,1256,,2019,2024,Svensk Punk
2024-04-05,axon,25545.0,42,849,,2021,2024,African Heat
2024-04-05,charmayanne heart,413808.0,45,175,,2022,2024,Musical Therapy
2024-04-05,willow avalon,311968.0,44,31165,,2021,2024,Indigo
2024-04-05,michael marcagi,19231034.0,74,127070,,2023,2024,Indigo
2024-04-05,otha,165995.0,38,26323,norwegian house,2018,2024,New Music Friday
2024-04-05,winona fighter,123525.0,37,20577,,2022,2024,New Noise
2024-04-05,monte booker,569903.0,46,128334,"indie hip hop, viral rap",2015,2022,anti pop
2024-04-05,mike duff,33648.0,28,181,chill guitar,2018,2023,Guitar for Sleep
2024-04-05,locko,398356.0,44,87019,"azontobeats, cameroonian pop",2018,2023,Summer Vibes
2024-04-05,lee ann womack,1842430.0,54,743537,"country, country dawn, country road",1997,2023,Women of Country
2024-04-05,leya watson,300502.0,43,314,,2021,2023,Ambient Relaxation
2024-04-05,any given sin,191920.0,42,21798,gymcore,2015,2023,VOLUME
2024-04-05,kolton moore & the clever few,1495146.0,56,60384,red dirt,2013,2024,Texas Country Now
2024-04-05,ice cube,15564174.0,73,8273440,"conscious hip hop, g funk, gangster rap, hip hop, rap, west coast rap",1990,2023,Gold School
2024-04-05,alex wann,820648.0,51,14751,,2023,2024,Summer House 2024
2024-04-05,corda una,302524.0,45,122,,2022,2024,Ambient Relaxation
2024-04-05,wakyin,1356839.0,54,15931,,2019,2023,mint
2024-04-05,the wailers,3469336.0,61,534448,"reggae, roots reggae, ska",1965,2024,Summer Sunshine Reggae
2024-04-05,cieri,164850.0,39,142,,2020,2023,DayDreamer
2024-04-05,la bouche,8481775.0,66,283097,"diva house, eurodance, europop, german techno",1995,2023,Dance Party
2024-04-05,earthlife,202749.0,37,7689,italian techno,2016,2024,Trance Mission
2024-04-05,vory,845799.0,54,139567,"kentucky hip hop, trap soul",2016,2024,R&B Weekly
2024-04-05,timo räisänen,55230.0,30,26894,gothenburg indie,2005,2024,Made in Sweden
2024-04-05,dj premier,3965649.0,65,276253,"east coast hip hop, instrumental hip hop, jazz boom bap, turntablism",2008,2024,Spilled Ink
2024-04-05,noisy,101097.0,37,20435,,2020,2024,New Noise
2024-04-05,stilly night,36919.0,26,61,,2023,2024,Cool Down
2024-04-05,sarah kang,1244835.0,56,144095,nyc pop,2022,2024,Chill Pop
2024-04-05,snow strippers,175388.0,51,44219,cloud rap,2022,2024,New Music Friday Dance
2024-04-05,angelic planet,577628.0,51,779,,2022,2024,SPA Treatment
2024-04-05,01an,310428.0,51,9564,"swedish hip hop, swedish trap pop",2022,2024,100
2024-04-05,kyle park,105292.0,36,82728,"classic texas country, red dirt",2005,2024,Texas Country Now
2024-04-05,adele,53716460.0,85,54552438,"british soul, pop, pop soul, uk pop",2008,2021,Daily Lift
2024-04-05,aissa,1248885.0,54,50117,urbano espanol,2021,2024,Latin Gaming
2024-04-05,for the lost,371463.0,46,605,sleep,2020,2023,SPA Treatment
2024-04-05,magic!,14199067.0,67,1293532,"pop, reggae fusion",2014,2024,Contemporary Blend
2024-04-05,andreas horschel,299430.0,46,758,,2022,2024,Guitar for Sleep
2024-04-05,andrez babii,156615.0,47,37935,rap romantico,2020,2024,The Flow
2024-04-05,sunday scaries,1155267.0,51,22783,,2021,2024,Nasty Bits
2024-04-05,blissful beyond,3784.0,10,1,,2024,2024,Cool Down
2024-04-05,dj gollum,2050313.0,57,64290,"german dance, hands up",2023,2024,Hardstyle Bangers
2024-04-05,einár,1285062.0,65,354307,"swedish gangsta rap, swedish hip hop, swedish trap, swedish trap pop",2019,2023,100
2024-04-05,jamie mcneal,7320.0,16,124,,2021,2024,Cool Down
2024-04-05,tseba,100724.0,34,2905,,2021,2024,Fresh Finds Dance
2024-04-05,inf,309982.0,41,6960,lo-fi jazzhop,2007,2024,Jazz Vibes
2024-04-05,masiwei,157565.0,47,87625,"chinese hip hop, sichuanese hip hop",2017,2024,K-Pop X-Overs
2024-04-05,j boog,1754151.0,59,296502,kaneka,2007,2024,Summer Sunshine Reggae
2024-04-05,bullet for my valentine,4381653.0,67,2930645,"alternative metal, nu metal, post-grunge, uk metalcore, welsh metal",2006,2023,Rocktronic
2024-04-05,chris young,5850986.0,67,2742418,"contemporary country, country, country road",2006,2024,Country by the Grace of God
2024-04-05,blind channel,728617.0,54,175340,"oulu metal, trancecore",2016,2024,Kickass Metal
2024-04-05,nelly,18914801.0,74,2711867,"dance pop, gangster rap, hip hop, pop rap, rap, st louis rap, urban contemporary",2000,2024,Gold School
2024-04-05,johannes brahms,4525866.0,67,951785,"classical, german romanticism, late romantic era",2024,2024,Classical New Releases
2024-04-05,midnightsun,339287.0,40,97,,2023,2024,Chill Tracks
2024-04-05,william stridh,57115.0,31,1868,swedish pop,2020,2024,Made in Sweden
2024-04-05,8ö8,93263.0,34,2359,,2021,2023,creamy
2024-04-05,dustin lynch,5418618.0,66,2332749,"contemporary country, country, country road, modern country rock",2012,2023,New Boots
2024-04-05,hueston,497554.0,51,27350,modern country pop,2022,2024,Wild Country
2024-04-05,terror reid,918981.0,57,312148,dark trap,2019,2024,Alternative Hip-Hop
2024-04-05,lny tnz,956024.0,51,59615,rawstyle,2023,2024,Hardstyle Bangers
2024-04-05,imogen heap,8727142.0,71,467648,"etherpop, metropopolis",1998,2023,Alternative Hip-Hop
2024-04-05,yaoundéboxingclub,20222.0,21,756,,2019,2024,soda
2024-04-05,wisner,34579.0,31,333,,2021,2024,Rocktronic
2024-04-05,camelphat,6794595.0,67,418133,"deep tech house, house, progressive house, uk dance",2022,2024,Deep House Relax
2024-04-05,den svenska björnstammen,444332.0,49,259453,"swedish electropop, swedish pop",2007,2024,Made in Sweden
2024-04-05,david hugo,473812.0,46,85803,modern indie pop,2020,2024,soda
2024-04-05,max romeo,1428440.0,52,122429,"reggae, roots reggae",2011,2024,Summer Sunshine Reggae
2024-04-05,soolking,9077905.0,71,5136057,"french hip hop, pop urbaine, r&b francais, rap algerien",2018,2024,Summer Vibes
2024-04-05,tony dark eyes,261885.0,42,24050,circuit,2015,2024,Nasty Bits
2024-04-05,bastille,26501761.0,76,5470176,"metropopolis, modern rock, pop",2013,2024,Fest!
2024-04-05,yexel,3848510.0,62,987,,2020,2024,Viva Latino
2024-04-05,nic d,4718558.0,69,397776,singer-songwriter pop,2020,2024,Wild Country
2024-04-05,justin champagne,740910.0,51,79654,"modern country pop, redneck",2018,2024,Wild Country
2024-04-05,sophie emitt,183954.0,41,125,,2021,2024,DayDreamer
2024-04-05,b.g.,409761.0,52,646411,"dirty south rap, new orleans rap",1995,2023,Get Turnt
2024-04-05,see you next year,267917.0,41,8525,,2022,2024,Westside Story
2024-04-05,miranda lambert,7467822.0,68,3531489,"contemporary country, country, country dawn, country road",2005,2024,Indigo
2024-04-05,disturbed,14995375.0,75,6483953,"alternative metal, nu metal, rap metal, rock",2000,2024,VOLUME
2024-04-05,moglii,393663.0,45,42170,,2017,2024,anti pop
2024-04-05,thornhill,339117.0,50,114690,"australian metalcore, australian post-hardcore, metalcore",2016,2024,Kickass Metal
2024-04-05,petros idris,198252.0,40,679,sleep,2020,2022,Ambient Relaxation
2024-04-05,renee blair,110486.0,33,21952,"country, country pop",2020,2024,Wild Country
2024-04-05,nosphere,49963.0,29,13480,"dubstep, gaming dubstep, riddim dubstep, tearout",2021,2024,Rocktronic
2024-04-05,tomas north,142782.0,38,134,,2021,2024,Peaceful Guitar
2024-04-05,joanna teters,71290.0,35,8295,neo r&b,2018,2024,Summer Sunshine Reggae
2024-04-05,kaytranada,6039654.0,69,1395276,"alternative r&b, escape room, indie soul, lgbtq+ hip hop",2016,2023,Summer Vibes
2024-04-05,kah-lo,4023219.0,60,66968,nigerian pop,2018,2023,Housewerk
2024-04-05,skeez,216170.0,44,9337,,2019,2024,Wild Country
2024-04-05,kylie morgan,1733080.0,55,116365,"contemporary country, country pop, modern country pop",2018,2024,Women of Country
2024-04-05,chley,393391.0,55,22464,amapiano,2022,2024,Big Mood
2024-04-05,artemio li fonti,262105.0,42,997,background music,2019,2023,Peace
2024-04-05,darcie roman,323903.0,45,335,sleep,2020,2022,Rise
2024-04-05,boundaries,163347.0,51,52350,"connecticut hardcore, metallic hardcore",2016,2024,Kickass Metal
2024-04-05,missy elliott,8272965.0,71,2413171,"dance pop, hip hop, hip pop, neo soul, pop rap, r&b, rap, urban contemporary, virginia hip hop",1997,2023,Dance Party
2024-04-05,notelle,152292.0,39,3617,dark pop,2021,2024,Night Rider
2024-04-05,imminence,872482.0,57,222516,"metalcore, swedish metalcore",2014,2024,Kickass Metal
2024-04-05,bibi,5482136.0,68,1374938,"k-pop, korean r&b",2021,2024,Satang Mix (사탕 믹스)
2024-04-05,jaki nelson,1714649.0,53,2371,,2021,2024,Trance Mission
2024-04-05,yung kriss,430587.0,49,45521,,2018,2024,The Flow
2024-04-05,xo man,10156.0,27,2017,,2018,2024,Nasty Bits
2024-04-05,mystical resonance,40753.0,26,2,,2024,2024,SPA Treatment
2024-04-05,alex yarmak,21489.0,25,20161,dark clubbing,2021,2024,All New Metal
2024-04-05,dj berit,126791.0,37,145,,2023,2024,30 km/h
2024-04-05,chief keef,13281851.0,77,4668941,"chicago bop, chicago drill, chicago rap, drill, hip hop, rap, trap",2017,2024,Alternative Hip-Hop
2024-04-05,gabby barrett,4397836.0,63,332205,contemporary country,2018,2024,Country by the Grace of God
2024-04-05,sérgio mendes,5328705.0,61,191255,"bossa nova, brazilian jazz, samba",1969,2020,Good Vibes
2024-04-05,l.a.x,1773035.0,54,264017,"afrobeats, afropop, azontobeats, nigerian pop",2018,2024,Summer Vibes
2024-04-05,dalex,12803431.0,77,4816322,"r&b en espanol, reggaeton, trap latino, urbano latino",2014,2024,Viva Latino
2024-04-05,chamillionaire,2121410.0,58,848739,"dirty south rap, southern hip hop",2005,2018,Nasty Bits
2024-04-05,jessica pratt,604744.0,49,105431,"ambient folk, art pop, freak folk",2012,2024,Indie Shuffle
2024-04-05,estado de calma,46251.0,29,883,background music,2019,2024,Rise
2024-04-05,tech it deep,1429655.0,52,9177,,2023,2024,Dance Party
2024-04-05,carl cox,1200934.0,53,761873,"house, schranz, uk tech house",2006,2024,New Music Friday Dance
2024-04-05,hans & greta,3647.0,10,1331,"konsrock, swedish punk, trallpunk",1995,2014,Svensk Punk
2024-04-05,hanni licht,244805.0,44,180,chill guitar,2021,2024,Guitar for Sleep
2024-04-05,lupe fiasco,5386938.0,66,1853347,"chicago rap, conscious hip hop, hip hop, political hip hop, pop rap, rap, southern hip hop",2006,2023,Gold School
2024-04-05,benjamin ingrosso,2994374.0,64,203443,swedish pop,2018,2024,Contemporary Blend
2024-04-05,mackenzie porter,2661615.0,58,58035,"alberta country, canadian contemporary country, canadian country, contemporary country, country pop",2014,2024,Women of Country
2024-04-05,emmanuel pahud,354070.0,44,27852,"classical flute, classical performance",2007,2023,Classical New Releases
2024-04-05,thrife,401289.0,51,70507,"swedish gangsta rap, swedish hip hop, swedish trap, swedish trap pop",2020,2023,100
2024-04-05,floorplan,131310.0,35,45426,"chicago house, classic house, deep house, float house, techno",2013,2024,New Music Friday Dance
2024-04-05,damn homies,271958.0,43,499,lo-fi jazzhop,2022,2024,Jazz Vibes
2024-04-05,sick individuals,979671.0,51,192359,"big room, dutch house, edm, electro house, pop dance, progressive electro house",2015,2024,Night Rider
2024-04-05,super8 & tab,394448.0,45,73172,"finnish edm, progressive house, progressive trance, trance, uplifting trance",2010,2024,Trance Mission
2024-04-05,ross lynch,2382609.0,59,1004677,post-teen pop,2021,2024,The New Alt
2024-04-05,bonnie tyler,10840443.0,67,1948341,"europop, new wave pop, soft rock",1978,2021,All Out 80s
2024-04-05,grumpster,26777.0,25,14985,oakland indie,2017,2024,All New Punk
2024-04-05,rizzolo,290618.0,43,117,,2021,2023,Stress Relief
2024-04-05,frank ocean,33378735.0,85,13380020,"lgbtq+ hip hop, neo soul",2011,2020,Fest!
2024-04-05,dlala thukzin,767982.0,50,351442,gqom,2019,2024,African Heat
2024-04-05,liam stoler,14593.0,22,149,chill guitar,2021,2022,Guitar for Sleep
2024-04-05,leyla blue,915010.0,49,104751,alt z,2020,2024,Breakup Szn
2024-04-05,outkast,24030516.0,75,2562168,"atl hip hop, dirty south rap, hip hop, old school atlanta hip hop, rap, southern hip hop",1993,2021,Gold School
2024-04-05,borgore,733444.0,50,560315,"brostep, classic dubstep, dubstep, edm, electro house",2014,2024,Dubstep Don
2024-04-05,julien baker,407173.0,69,470693,"ambient folk, indie pop",2015,2022,wanderlust
2024-04-05,slumberjack,338094.0,42,72148,"electronic trap, vapor twitch",2020,2024,Nasty Bits
2024-04-05,miss monique,827870.0,54,228983,ukrainian electronic,2017,2024,Night Rider
2024-04-05,pazoo,1002221.0,55,16365,"hypertechno, partyschlager",2023,2024,Hardstyle Bangers
2024-04-05,nct dojaejung,902601.0,54,398397,k-pop boy group,2023,2023,Hallyu Boy Bands
2024-04-05,yeule,360020.0,49,182592,"ambient pop, hyper-rock",2019,2024,Indie Shuffle
2024-04-05,santa fe klan,11166864.0,76,9030205,mexican hip hop,2017,2024,Latin Gaming
2024-04-05,jerry folk,364706.0,43,78477,"vapor soul, vapor twitch",2017,2024,anti pop
2024-04-05,sønin,104332.0,35,4684,"finnish edm, melodic house",2019,2024,Trance Mission
2024-04-05,twenty one pilots,27890963.0,82,23975132,"modern rock, pop, pov: indie, rock",2009,2024,Pop Right Now
2024-04-05,dear silas,418934.0,43,23168,mississippi hip hop,2016,2024,Alternative Hip-Hop
2024-04-05,fredo bang,1292424.0,58,769636,"baton rouge rap, memphis hip hop",2015,2024,Most Necessary
2024-04-05,kenny loggins,9362929.0,66,1062828,"album rock, classic rock, heartland rock, mellow gold, new wave pop, singer-songwriter, soft rock, yacht rock",1977,2023,All Out 80s
2024-04-05,lectus,144465.0,38,179,background music,2021,2023,Cool Down
2024-04-05,caylee hammack,286424.0,43,32201,"contemporary country, country pop",2019,2023,Women of Country
2024-04-05,philippe grisvard,8985.0,17,172,,2010,2024,Classical New Releases
2024-04-05,r3 da chilliman,291029.0,51,41316,westcoast flow,2021,2024,Westside Story
2024-04-05,flamesoth,288343.0,44,211,,2022,2023,Cool Down
2024-04-05,michael hoppé,104804.0,41,12589,new age,1998,2023,DayDreamer
2024-04-05,catedral infinita,15526.0,19,43,,2022,2024,Cool Down
2024-04-05,e-life,163837.0,39,3648,dutch hip hop,2008,2023,Hardstyle Bangers
2024-04-05,magixx,1243856.0,57,448434,"afrobeats, nigerian pop",2021,2024,Big Mood
2024-04-05,fromis_9,1547830.0,59,1224958,"k-pop, k-pop girl group",2017,2023,Satang Mix (사탕 믹스)
2024-04-05,general fuzz,22102.0,23,6892,,2007,2023,Atmospheric Calm
2024-04-05,glowworm,69440.0,30,6454,ambient post-rock,2008,2024,Atmospheric Calm
2024-04-05,georg anton kreusser,1978.0,5,1,,2024,2024,Classical New Releases
2024-04-05,laura branigan,5597115.0,62,735035,"new romantic, new wave pop, soft rock, synthpop",1982,2023,All Out 80s
2024-04-05,john o'callaghan,430932.0,45,101406,"progressive house, trance, uplifting trance",2007,2024,Trance Mission
2024-04-05,pierce,96329.0,33,14173,"dubstep, gaming dubstep",2018,2024,Dubstep Don
2024-04-05,mhaol,20553.0,22,7002,"crank wave, irish post-punk",2021,2024,All New Punk
2024-04-05,étienne lafrance,0.0,0,1,,2024,2024,Classical New Releases
2024-04-05,tehan form,29275.0,24,297,,2020,2024,Rise
2024-04-05,pitouu,202385.0,43,166,,2022,2024,Peace
2024-04-05,the lofi big band,123669.0,33,342,lo-fi jazzhop,2022,2023,Jazz Vibes
2024-04-05,rakon,1613.0,21,1256,korean underground rap,2019,2024,KrOWN
2024-04-05,angels & airwaves,945531.0,55,686464,"pop punk, socal pop punk",2006,2021,Hardstyle Bangers
2024-04-05,kiesza,1523953.0,54,290947,"electropop, pop edm",2014,2024,Deep House Relax
2024-04-05,bob sinclar,12350957.0,69,601616,"disco house, filter house",1998,2024,Summer House 2024
2024-04-05,ella wass,119356.0,36,85,,2021,2023,Stress Relief
2024-04-05,milky chance,15471597.0,73,1899199,"german pop, modern rock",2013,2024,Good Vibes
2024-04-05,lackmus,48175.0,28,928,,2020,2024,Nasty Bits
2024-04-05,49 winchester,1702930.0,59,85727,modern country pop,2014,2023,Indigo
2024-04-05,the chainsmokers,44617508.0,80,19985083,pop,2017,2024,Cardio
